Maharashtra,Rabi,16245,1983,7073,67,Non-Hybrid,209,7,General,127,30,69,175,14,28,361286,5103,10186,973
Tamil Nadu,Rabi,16214,1385,7519,85,Hybrid,281,4,Cold,141,29,59,141,17,27,287464,7942,13156,1151
Uttar Pradesh,Kharif,13980,2968,6901,66,Non-Hybrid,274,5,General,106,25,74,195,12,26,367261,9538,14813,1164
West Bengal,Kharif,12017,2378,6093,95,Hybrid,203,6,Cold,85,28,52,131,16,28,318994,8238,8302,1140
Tamil Nadu,Rabi,11565,2419,7248,67,Non-Hybrid,280,6,Cold,148,25,55,168,18,29,368364,8183,12042,1126
Gujarat,Kharif,22703,1796,8296,81,Non-Hybrid,218,4,General,80,28,53,132,17,29,282584,10301,11685,955
Punjab,Rabi,13978,2043,6400,75,Non-Hybrid,261,4,Cold,155,24,69,199,13,27,301121,5517,9732,1131
Tamil Nadu,Kharif,12340,2695,7630,70,Hybrid,301,5,General,157,28,60,116,16,29,345922,7886,9364,1184
Uttar Pradesh,Kharif,23803,2680,7220,66,Hybrid,227,4,General,138,27,67,159,17,29,381313,5980,11648,1150
Gujarat,Kharif,21418,1812,7431,87,Hybrid,290,7,Cold,154,30,72,193,17,22,275270,7465,8879,1005
Madhya Pradesh,Kharif,20282,1564,7307,71,Hybrid,270,6,General,137,30,69,179,16,21,321318,7022,12804,996
Punjab,Rabi,24282,2001,6224,86,Hybrid,318,4,Cold,125,26,61,171,17,26,344920,8563,8265,938
Tamil Nadu,Kharif,10203,2296,6898,86,Hybrid,285,6,Cold,102,26,67,137,19,22,302626,5580,13437,1048
Gujarat,Rabi,12539,2392,6423,93,Non-Hybrid,272,6,Cold,80,28,50,141,17,28,319249,5451,9824,1076
Andhra Pradesh,Kharif,17128,2672,8096,69,Non-Hybrid,218,5,General,123,24,66,105,20,25,305559,10914,10731,1168
Uttar Pradesh,Rabi,13121,1801,7426,85,Non-Hybrid,306,6,General,144,27,51,193,20,20,326603,8663,9297,901
Tamil Nadu,Rabi,11664,2286,8183,86,Non-Hybrid,317,5,Cold,94,29,57,189,19,23,326296,7140,10870,1164
Punjab,Kharif,16792,2652,6188,64,Hybrid,205,5,Cold,151,26,70,101,18,23,361194,8730,14384,1056
West Bengal,Kharif,21394,2743,8064,79,Hybrid,229,4,General,116,30,74,100,12,29,394292,6733,11049,1150
