Madhya Pradesh,Kharif,15637,1531,6208,86,Hybrid,207,6,General,120,27,55,140,18,23,339265,11303,9258,1015
Madhya Pradesh,Rabi,18419,2230,6240,81,Hybrid,231,5,General,180,25,52,119,17,27,348020,7409,12482,973
Maharashtra,Rabi,19287,2467,7554,63,Hybrid,293,5,General,135,30,51,134,17,29,388626,10652,12472,1030
Gujarat,Kharif,13038,2453,8087,60,Non-Hybrid,247,4,Cold,158,25,50,184,14,26,295602,10651,12753,1096
Maharashtra,Rabi,19921,2619,6029,95,Hybrid,229,4,General,166,24,74,196,19,25,279290,5470,8170,981
Karnataka,Kharif,20599,2605,7978,71,Non-Hybrid,208,5,Cold,142,26,62,170,16,24,393052,7653,11859,1006
Gujarat,Kharif,18260,2220,7135,69,Hybrid,267,6,General,135,25,60,163,19,29,278777,9376,11438,909
Uttar Pradesh,Kharif,17200,2345,7226,69,Hybrid,235,5,General,163,25,51,122,18,25,293796,9344,8739,1192
Punjab,Rabi,20787,1627,6117,81,Non-Hybrid,240,7,Cold,84,25,56,115,12,23,253773,8610,12273,921
Uttar Pradesh,Kharif,10907,1992,7338,66,Non-Hybrid,264,7,Cold,92,24,73,168,13,24,335585,11878,9394,1163
Maharashtra,Kharif,17047,2507,8000,82,Non-Hybrid,305,4,General,126,24,60,116,13,29,316659,9897,14490,1023
Rajasthan,Rabi,19253,1356,7203,75,Non-Hybrid,232,6,General,155,25,65,145,12,20,330041,10079,10481,1016
Uttar Pradesh,Rabi,19789,2905,8274,86,Hybrid,209,4,General,159,29,51,179,14,22,395997,5536,13110,1022
West Bengal,Rabi,21028,1639,7555,74,Non-Hybrid,275,6,General,153,27,66,130,12,30,379772,5951,9219,1144
Madhya Pradesh,Kharif,23185,1618,7151,89,Hybrid,307,6,Cold,169,26,73,186,18,26,296857,10189,9814,908
Gujarat,Kharif,23186,2278,7036,64,Non-Hybrid,273,6,General,99,24,73,149,20,24,364708,9946,14872,1145
Punjab,Rabi,23086,2721,8220,92,Non-Hybrid,298,4,General,164,25,71,185,18,20,395894,11860,12592,1174
Karnataka,Rabi,24007,1811,6810,68,Non-Hybrid,248,7,General,160,24,69,197,16,27,289115,5288,12092,911
Tamil Nadu,Kharif,17808,1828,7486,84,Hybrid,254,4,Cold,172,30,58,171,16,24,391701,6270,13566,1010
Madhya Pradesh,Rabi,11044,1962,6811,85,Non-Hybrid,249,7,Cold,131,28,52,119,16,22,311536,8436,13501,1172
Maharashtra,Rabi,18604,1480,7154,81,Hybrid,277,4,Cold,146,27,66,104,12,20,378316,5262,14612,1190
Uttar Pradesh,Rabi,10184,2718,7573,62,Non-Hybrid,231,5,Cold,84,29,69,164,14,20,306490,5586,12812,907
Maharashtra,Kharif,21463,2698,6771,69,Hybrid,249,7,General,135,28,66,193,16,25,280258,11804,13604,1120
Karnataka,Rabi,19965,2581,7386,67,Hybrid,203,4,General,85,28,72,134,15,30,296577,10596,10815,1027
West Bengal,Rabi,12922,1757,6626,90,Hybrid,270,5,Cold,167,28,65,153,13,26,382735,9728,9193,1195
Tamil Nadu,Rabi,22053,2239,6070,71,Hybrid,216,7,Cold,107,29,56,190,19,24,370260,9540,12527,1005
Punjab,Rabi,24712,1566,7033,84,Hybrid,241,5,Cold,167,25,54,185,14,29,275786,7211,10127,991
West Bengal,Kharif,23105,1220,6227,63,Non-Hybrid,203,7,Cold,177,29,63,181,20,24,338170,6501,8667,1013
Uttar Pradesh,Rabi,19601,1201,6113,93,Hybrid,283,7,Cold,116,28,64,110,17,30,284100,7074,14495,1161
Uttar Pradesh,Kharif,21952,1704,6696,75,Hybrid,293,5,Cold,113,24,70,162,12,23,335172,11689,14447,1010
Karnataka,Rabi,18587,2879,6694,76,Hybrid,298,5,General,131,26,67,136,19,20,378382,10720,11154,991
West Bengal,Rabi,15865,2861,8144,88,Non-Hybrid,219,5,General,136,27,72,107,13,22,346210,11988,10183,907
Uttar Pradesh,Rabi,17437,1885,8285,90,Hybrid,294,6,General,161,27,63,153,16,25,352209,9683,8990,1055
Madhya Pradesh,Kharif,15387,1237,6415,69,Hybrid,223,5,General,166,25,71,151,19,29,299841,11471,14265,1170
Rajasthan,Rabi,20556,1872,7281,74,Hybrid,311,4,Cold,162,29,75,162,19,26,287888,7723,12972,905
Punjab,Kharif,11555,1947,7077,82,Hybrid,244,4,Cold,117,30,68,199,19,28,331602,8213,13290,974
Tamil Nadu,Kharif,10947,2477,7688,66,Hybrid,286,6,General,82,27,72,189,20,25,318340,9962,14607,1028
Tamil Nadu,Rabi,14158,2539,7362,87,Non-Hybrid,209,4,Cold,143,30,69,169,15,27,286421,7850,13492,1199
Tamil Nadu,Kharif,23874,2279,6523,92,Non-Hybrid,223,6,General,125,30,58,171,17,27,386363,9007,11909,1015
Punjab,Rabi,12774,1629,6723,92,Hybrid,300,6,General,129,27,73,170,16,22,350282,11537,10678,1080
Karnataka,Rabi,11190,1560,6592,77,Hybrid,213,4,Cold,103,24,63,124,12,20,374548,9023,14063,1178
Gujarat,Rabi,23424,2724,7614,62,Non-Hybrid,278,7,General,88,26,53,127,16,29,351140,7225,10569,1005
Madhya Pradesh,Kharif,10447,2335,7404,93,Hybrid,314,7,General,172,29,62,112,20,27,317186,10034,11420,1052
Rajasthan,Rabi,19417,1619,6621,94,Non-Hybrid,227,4,General,123,30,53,184,19,21,341637,10773,9728,1024
Andhra Pradesh,Rabi,19357,2233,7167,74,Non-Hybrid,208,5,General,176,24,54,126,17,23,289447,8573,14576,1139
Rajasthan,Rabi,10988,1711,7985,62,Non-Hybrid,205,6,Cold,116,30,63,120,13,27,288618,7269,9388,1000
Maharashtra,Kharif,23658,2149,7181,74,Hybrid,259,4,Cold,178,26,60,112,19,24,360432,11943,12578,945
Madhya Pradesh,Kharif,23281,1642,7554,84,Non-Hybrid,200,5,Cold,148,25,72,118,12,25,288919,10253,12479,913
Karnataka,Rabi,22872,2646,6260,80,Hybrid,317,7,Cold,81,30,60,103,13,20,288208,5742,12457,1051
Karnataka,Rabi,12638,1570,6816,65,Non-Hybrid,222,7,General,124,24,75,158,15,24,383084,8934,9185,961
Madhya Pradesh,Kharif,18556,1924,7629,90,Hybrid,216,5,Cold,126,24,55,154,17,21,319043,7134,14077,1021
Uttar Pradesh,Kharif,12765,2299,7033,64,Hybrid,294,4,General,126,27,64,137,15,27,371728,6908,9254,1035
Karnataka,Rabi,17668,1663,7334,80,Non-Hybrid,281,7,General,159,24,60,193,12,28,253094,5923,8300,973
Andhra Pradesh,Rabi,10097,1753,6771,87,Hybrid,227,6,General,158,26,57,114,17,21,284951,8367,13268,902
Tamil Nadu,Kharif,22089,2754,7639,66,Hybrid,287,5,Cold,107,25,58,173,13,24,276715,8192,12539,1167
Maharashtra,Rabi,11068,2014,6894,69,Non-Hybrid,310,4,General,114,28,61,110,13,21,313662,8280,11347,1031
Madhya Pradesh,Rabi,11946,1535,6217,92,Hybrid,254,5,General,135,27,50,109,18,21,345698,6220,13128,1022
Andhra Pradesh,Rabi,14436,1460,7188,71,Hybrid,267,7,Cold,120,27,50,104,15,21,355989,11239,11618,980
Punjab,Kharif,12178,1541,8203,89,Hybrid,283,6,Cold,153,29,51,112,15,28,339033,5866,13982,1075
Gujarat,Kharif,19759,2006,7320,92,Hybrid,250,7,Cold,176,25,62,116,17,28,298912,6209,9255,1070
Punjab,Kharif,20384,1850,6019,85,Hybrid,250,6,General,97,26,59,198,19,23,396507,9747,9587,952
