Punjab,Kharif,12702,2594,8095,61,Non-Hybrid,289,4,General,149,24,66,156,18,29,294296,7409,14231,1124
Tamil Nadu,Kharif,24991,2157,6032,77,Non-Hybrid,220,7,General,142,25,56,111,15,30,389808,6261,13671,1125
Uttar Pradesh,Kharif,22712,2296,7057,86,Hybrid,275,5,Cold,109,27,62,179,15,26,288966,10950,15415,1193
Punjab,Rabi,10935,1705,7372,61,Hybrid,237,4,Cold,137,30,66,156,19,20,332661,6784,14884,1166
Punjab,Kharif,16833,1328,6382,66,Hybrid,218,5,General,92,30,58,155,16,27,284501,7242,15154,1086
Tamil Nadu,Kharif,12868,2759,6264,81,Hybrid,313,4,General,86,26,55,170,15,18,308669,8192,9567,1005
Punjab,Rabi,22387,2172,6475,68,Non-Hybrid,278,7,General,80,30,54,187,19,24,343931,7580,16721,1130
Punjab,Kharif,24951,1735,7906,79,Hybrid,290,5,Cold,83,29,50,148,14,20,361944,11981,16460,1080
Punjab,Rabi,18030,2580,6155,60,Non-Hybrid,265,4,General,116,29,52,105,16,29,347505,8285,16483,1015
Maharashtra,Rabi,21101,1978,7144,61,Hybrid,284,4,General,154,27,60,190,18,18,298922,7833,16304,1030
Madhya Pradesh,Rabi,23592,1874,7606,88,Hybrid,307,4,Cold,108,30,68,100,15,30,348928,8270,14049,957
Uttar Pradesh,Rabi,19834,2816,6656,92,Non-Hybrid,216,5,General,96,24,66,140,14,19,318067,10034,11578,1153
Karnataka,Kharif,15968,2230,7170,89,Hybrid,264,6,Cold,160,24,57,114,16,21,255376,8291,13727,913
Tamil Nadu,Kharif,24225,1861,7337,76,Hybrid,308,5,Cold,80,26,51,151,15,28,382113,6972,13294,1053
Rajasthan,Kharif,24794,2529,6607,71,Non-Hybrid,228,6,General,155,26,73,132,17,27,335754,5200,11601,1085
Tamil Nadu,Kharif,12872,2572,6148,80,Non-Hybrid,311,7,General,132,27,62,200,15,28,286614,9393,16790,1051
Gujarat,Kharif,17100,2271,6487,92,Hybrid,245,5,Cold,160,24,51,138,18,30,326385,6390,10296,941
Uttar Pradesh,Kharif,13502,1544,8294,83,Hybrid,295,4,General,170,25,66,125,16,20,356980,9235,14175,1193
Gujarat,Rabi,14758,2986,6073,63,Hybrid,212,5,Cold,134,24,52,103,18,24,359173,10254,17384,1080
Gujarat,Kharif,14422,2954,7061,89,Non-Hybrid,307,4,General,174,24,68,183,14,30,371655,9575,12881,1013
Tamil Nadu,Rabi,15416,1259,7171,64,Hybrid,256,7,Cold,100,29,71,187,13,19,281405,7717,17753,901
Andhra Pradesh,Rabi,24170,2074,6915,93,Non-Hybrid,282,6,General,88,25,51,131,15,19,279255,6469,16682,954
Andhra Pradesh,Rabi,19057,2008,6647,94,Hybrid,205,7,General,96,24,60,190,14,21,271045,7250,13079,1114
Karnataka,Rabi,22454,1960,8368,83,Hybrid,296,6,General,156,24,65,183,18,19,287505,9023,14990,1177
Rajasthan,Kharif,18588,2551,6609,83,Non-Hybrid,301,4,General,141,28,69,100,13,29,253749,8344,16572,989
Maharashtra,Rabi,12648,2530,8264,69,Non-Hybrid,316,5,General,175,28,58,189,15,18,347303,11166,12116,1191
